Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder
68cb13fdddb1df6a085f5545,861/25 -,https://trello.com/c/JLT9nr3w/1381-861-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 861-25](https://drive.google.com/drive/folders/1vRQ7leexi-V5_sw_stf7qZO8HkmvwaxS?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:09:15.634Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1408e286ef17827b6d08,862/25 -,https://trello.com/c/FbEH7gES/1382-862-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 862-25](https://drive.google.com/drive/folders/1vmtmHg1FSCqTk0_VoK6fdhP1D9a2dPlq?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:09:50.377Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb14118636dcf6e3f6657c,863/25 -,https://trello.com/c/iDS9XKqG/1383-863-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 863-25](https://drive.google.com/drive/folders/1ANthb1Zqo1u6wN47oh9sIIvxWzb-tO9-?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:51:42.226Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb141c2220edb0ce94fb8d,864/25 -,https://trello.com/c/yq79A4aI/1384-864-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 864-25](https://drive.google.com/drive/folders/1TTv6feI-__3XFqVBl95HupvE0ZRj0kHc?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:52:07.378Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1425b6d19614bb99e22d,865/25 -,https://trello.com/c/D7ESpAzM/1385-865-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 865-25](https://drive.google.com/drive/folders/1ARkniw-dAkhpcR7ciiabYsOL64_DbjJH?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:52:31.829Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb142ecf95da8b46a45cf4,866/25 -,https://trello.com/c/2KTorm3T/1386-866-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 866-25](https://drive.google.com/drive/folders/1yMUKIxkdsDiGL-CL_DVgKkkRkiQadDgC?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:52:58.446Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb14376e635a147eb94e8b,867/25 -,https://trello.com/c/Cb3ka6ix/1387-867-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 867-25](https://drive.google.com/drive/folders/16hrBDOEEaiVmp6N6VfZgkCGTrVXr8xh9?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:53:31.101Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1441b7d9aeeeca3814cb,868/25 -,https://trello.com/c/T69xnbcG/1388-868-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 868-25](https://drive.google.com/drive/folders/1LEUHpv1QszuSk4neM5X7V5_01XMx5-jA?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:54:23.688Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb144afd1a5040f4929dc4,869/25 -,https://trello.com/c/UzJ1arXt/1389-869-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 869-25](https://drive.google.com/drive/folders/1lXW6W4Hv31VdVQEPH3lZ0uyfzihHxl6S?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:54:45.951Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb145403a63365506c5305,870/25 -,https://trello.com/c/BG3srgvh/1390-870-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 870-25](https://drive.google.com/drive/folders/1ZrAZ5Gh_FCrI3eH7RLWKHUY1tdAWbKEb?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:55:09.007Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb19963dfe2651b2389300,871/25 -,https://trello.com/c/L7qalFXM/1391-871-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 871-25](https://drive.google.com/drive/folders/1v7lflUpyi-kGGCvmhVTuAF5JUy6foKnV?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:55:33.950Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb19a084dcea27873495b2,872/25 -,https://trello.com/c/LPZryClO/1392-872-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 872-25](https://drive.google.com/drive/folders/1XFACgckDfqW6F9YXQJL7BkUtzBKTPSWi?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:56:03.245Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb19aa416890d3347d12aa,873/25 -,https://trello.com/c/a2OKCbhv/1393-873-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 873-25](https://drive.google.com/drive/folders/1MERZ8vE91BY66dMohCyFXuAqVDzP35OY?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:56:27.635Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb19b62188960156f9fa99,874/25 -,https://trello.com/c/KCARLHq4/1394-874-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 874-25](https://drive.google.com/drive/folders/1SWHcHbnu4qcwBqGCk5CSTI83ml7sDyo3?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:57:04.366Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb19c00008c7d3ea686f14,875/25 -,https://trello.com/c/01DmsFg5/1395-875-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 875-25](https://drive.google.com/drive/folders/1NA17TqGYduFFVIUt7DbRBhNXSqnzbqBH?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:57:27.451Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb19c953e7af626e149eec,876/25 -,https://trello.com/c/CKuElAGP/1396-876-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 876-25](https://drive.google.com/drive/folders/1cgaDs2lxl-B-N3h_0jWYU76Bb3cR7vLS?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T14:57:47.192Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb19d9322d21bc8d61ccd6,877/25 -,https://trello.com/c/3RXcYhOd/1397-877-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 877-25](https://drive.google.com/drive/folders/1n2gbQj2EzGhApso68JVIih-AbSlW1Mi4?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:00:13.281Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb19ecba2eadd543fdfe79,878/25 -,https://trello.com/c/zvcmc5iE/1398-878-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 878-25](https://drive.google.com/drive/folders/1CWjHvMWixLj80usz6qrjySKyeQKjk7Vo?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:00:47.859Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb19f580e0f991dcd86f15,879/25 -,https://trello.com/c/yeusZXKZ/1399-879-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 879-25](https://drive.google.com/drive/folders/1sKXybpnMBqXxCNRudmklnW_4D3Icu6AN?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:01:14.328Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1a26fdfbf03596cb1a7a,880/25 -,https://trello.com/c/M0nkZRXQ/1400-880-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 880-25](https://drive.google.com/drive/folders/1mGe4qNhkqvg608akKpOAoOOrkqMUrNtf?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:01:51.229Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1a30570fadee0e806603,881/25 -,https://trello.com/c/pYszso8z/1401-881-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 881-25](https://drive.google.com/drive/folders/1yJx5yz7nB1IMrElxVZubJfvLW7eTdFQs?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:02:12.722Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1a41236c77677ebf6d51,882/25 -,https://trello.com/c/G8zfsOp9/1402-882-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 882-25](https://drive.google.com/drive/folders/1flzqG8Q6qMrDcridNrxPnk1SpuEzDDzx?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:02:33.851Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1a4bbc2f4577eb57d5f5,883/25 -,https://trello.com/c/RZKMcNS1/1403-883-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 883-25](https://drive.google.com/drive/folders/1Iw0MsJIFMDYDJMKp2HQjJD-S6gak4XUQ?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:02:58.487Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1a533c6e6fcff705372f,884/25 -,https://trello.com/c/MkJiLUjB/1404-884-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 884-25](https://drive.google.com/drive/folders/1Q8icAp8IDZsTepazakCZrzgvgML174DM?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:05:56.806Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1a62fe10ef74b2780302,885/25 -,https://trello.com/c/dNVRUUrh/1405-885-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 885-25](https://drive.google.com/drive/folders/1J5wtwriM0hFw6wRqZ88SYwiaB7nvRBIV?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:06:22.908Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
68cb1a6c228bd8bb73776bf8,886/25 -,https://trello.com/c/vmRk6En6/1406-886-25,"\-Rendimiento:                                                                                                                -Visual:                                                                                                                                  -Video:                                                                                                                              -Fotomontaje:                                                                                                                     -Arte:                                                                                                                              -Plano:

[Yar-Yur Proyecto 886-25](https://drive.google.com/drive/folders/1s6JdXjSEuKqc0H-QtwPsH8rjdFC-qjSx?usp=sharing ""‌"")

**INFO DE CONTACTO:**

- Persona de contacto:
- Teléfono de contacto:
- Dirección:",,,,0,,9,0,0,0,2025-09-18T15:06:44.517Z,678dc99ee0682f50e7b19515,VENTAS,678d43ff3efb50fb6ee04407,Proyectos Inversiones Yar-Yur 2025,false,,false,
